index,title,publishedAt,channelName,duration,viewCount,likeCount,commentCount,comments,lang,translated_comments,sentiment,sentiment_summary
xePwuHtHA_8,World of Warcraft Patc 11.2 : ОБЗОР и ТЕСТ Обновления  ᐅ |3.3.5а Подпишись,2025-09-12,ilmiron,607.0,11.0,0.0,0.0,[],[],[],[],0
i1BNi5Z32d4,Playing World of Warcraft,2025-09-12,John Edward Pinuela (Yuji),928.0,4.0,0.0,0.0,[],[],[],[],0
3JMeV9yW2S0,World of Warcraft: Dragonflight,2025-09-12,METerrell,706.0,0.0,0.0,0.0,[],[],[],[],0
zs2So9Kg8nI,World of Warcraft: The War Within 11.1.5 | Frost Mage 🔥❄️,2025-09-12,AdamHorn,827.0,12.0,1.0,0.0,[],[],[],[],0
FHJnInywsRY,World of Warcraft: The War Within 11.1.5 | Frost Mage 🔥❄️,2025-09-12,AdamHorn,357.0,6.0,0.0,0.0,[],[],[],[],0
vBDIby2QAg4,World of Warcraft: The War Within 11.1.5 | Frost Mage 🔥❄️ #WorldOfWarcraft #WoW #WoWStream,2025-09-12,AdamHorn,922.0,1.0,0.0,0.0,[],[],[],[],0
rqbTSCVMpB8,DIA 20  DE UM NOVATO NO WORLD OF WARCRAFT UPANDO HUNTER   -  ❗EXITLAG ❗COMANDOS ❗LOJA,2025-09-11,Toud,338.0,56.0,5.0,0.0,[],[],[],[],0
aNUws3kI5AU,Levelling ShadowPriest (2) 88-90 | Pandaria | World of Warcraft Classic,2025-09-11,Hu5ky,961.0,12.0,0.0,0.0,[],[],[],[],0
2nYiXc3rBis,World Of Runescape (World Of Warcraft Meets Runescape),2025-09-11,Everything But Drama ,712.0,5.0,0.0,0.0,[],[],[],[],0
Mrb8bAlBlrE,World of Warcraft: The War Within | Disc Priest 🚀 LVL 1 ➝ R1 Challenge.,2025-09-11,LXIX,603.0,21.0,0.0,0.0,[],[],[],[],0
o7XR8H1PYaI,World Of Warcraft,2025-09-10,FalriC_,462.0,12.0,1.0,0.0,[],[],[],[],0
TLVkGoP1JkI,world of warcraft i carnt stop,2025-09-10,ProudGamer94,704.0,0.0,0.0,0.0,[],[],[],[],0
ZqnDxmPggYo,Gamer Day Pt. 1- World of Warcraft,2025-09-09,Headpoppa ,947.0,1.0,0.0,0.0,[],[],[],[],0
QMB1iMqHirk,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1608,2025-09-09,3jsa7,381.0,2.0,0.0,0.0,[],[],[],[],0
GEEYMSj9N4A,World of Warcraft | Disc/Shadow Priest Delves,2025-09-09,Alana,484.0,20.0,1.0,0.0,[],[],[],[],0
ZasCgIR2pNg,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1608,2025-09-09,3jsa7,258.0,17.0,0.0,0.0,[],[],[],[],0
dSO_QYLshIQ,World of Warcraft - Classic [Hardcore],2025-09-08,SagersTV,602.0,2.0,0.0,0.0,[],[],[],[],0
No60ql-Mfqs,World of Warcraft:,2025-09-08,Iliyan,918.0,3.0,0.0,0.0,[],[],[],[],0
8s5aIY0nht4,World of Warcraft:,2025-09-08,Iliyan,537.0,1.0,0.0,0.0,[],[],[],[],0
fm26u2GU0Vc,World of Warcraft:,2025-09-08,Iliyan,276.0,2.0,0.0,0.0,[],[],[],[],0
rt8H6p49by8,farmando no domingao vem que vem  - WORLD OF WARCRAFT,2025-09-08,Gambaresz,952.0,27.0,1.0,0.0,[],[],[],[],0
BfUPS1uWRKU,"World Of Warcraft Classic Anniversary, rogue leveling 10-60, horde.",2025-09-08,Nazill4,990.0,1.0,0.0,0.0,[],[],[],[],0
GmJj8o9koyk,TWW - 11.7 Paladin PvP - World of Warcraft!,2025-09-08,Nythro's Cathedral,873.0,5.0,1.0,0.0,[],[],[],[],0
T4h_9cWsYVI,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1628,2025-09-08,3jsa7,923.0,7.0,0.0,0.0,[],[],[],[],0
Fwjz1sZWPaw,world of warcraft,2025-09-08,skannerz22,460.0,3.0,1.0,0.0,[],[],[],[],0
_HnU62h-9iI,(18+ Mature) 800+ Crown Wins 👑 Fortnite Blitz! Classic World Of Warcraft New Player!,2025-09-08,Doomiverse,652.0,0.0,0.0,0.0,[],[],[],[],0
gYoJayRPDBA,World of Warcraft - The War within from India ||Dreanor server EU || casul gameplay,2025-09-08,Veere Da Adda,640.0,8.0,0.0,2.0,['Hello bhai I too play wow lets connect some time'],['en'],['hello bhai i too play wow lets connect some time'],[1],1
zKblKL-5j2w,New to World Of Warcraft Hardcore,2025-09-07,Ilmirdallan,442.0,0.0,0.0,0.0,[],[],[],[],0
AHgZUQGniEE,World of warcraft acension server,2025-09-07,Aceofspades2014,836.0,1.0,0.0,0.0,[],[],[],[],0
RB0WLtIkym8,World Of Warcraft - The War Within - LEVIANDO UN TERRANEO!,2025-09-07,Thorian,451.0,6.0,0.0,0.0,[],[],[],[],0
VaSXzxxTWLE,Brain Injury Survivor Plays World of Warcraft: The War Within (Casual play),2025-09-07,AnoxicRainbow,906.0,0.0,0.0,0.0,[],[],[],[],0
GNrmgcdJCk4,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1628,2025-09-07,3jsa7,754.0,5.0,0.0,0.0,[],[],[],[],0
Z_4w6n4M_9Y,World of Warcraft Grind,2025-09-07,Turbo,298.0,5.0,0.0,0.0,[],[],[],[],0
tdCudFS75ZY,New to World Of Warcraft,2025-09-07,Ilmirdallan,571.0,0.0,0.0,0.0,[],[],[],[],0
MM58hXD4E6I,"World Of Warcraft Classic Anniversary, rogue leveling 10-60, horde.",2025-09-07,Nazill4,557.0,6.0,0.0,0.0,[],[],[],[],0
esx88vBMong,🎮🔥 LIVE NOW: Lets play World of Warcraft The War Within Shadow Priest 🔥🎮,2025-09-07,Fr4nk VG,763.0,12.0,0.0,0.0,[],[],[],[],0
tyEguCAZZMY,New to World Of Warcraft,2025-09-07,Ilmirdallan,596.0,0.0,0.0,0.0,[],[],[],[],0
eA7xZ44-2O8,World of Warcraft,2025-09-07,Glencairn,711.0,13.0,0.0,0.0,[],[],[],[],0
ZdfRHcRQM-k,New to World Of Warcraft,2025-09-07,Ilmirdallan,568.0,0.0,0.0,0.0,[],[],[],[],0
VWWe2mAcjj4,World of warcraft,2025-09-07,Russian ,260.0,4.0,0.0,0.0,[],[],[],[],0
kvhYWlut0II,World of Warcraft Classic | Anniversary | LIVE | Fury Warrior * Arms Warrior,2025-09-07,Erwin Liao,330.0,38.0,0.0,0.0,[],[],[],[],0
oXm5ymEYiho,New to World Of Warcraft,2025-09-07,Ilmirdallan,1177.0,0.0,0.0,0.0,[],[],[],[],0
-VWlBfSC8cM,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1502,2025-09-07,3jsa7,345.0,1.0,0.0,0.0,[],[],[],[],0
wjjJD5ey8PY,World of Warcraft | Monk 11.2  Pre-Midnight,2025-09-07,World of Chillcraft,759.0,0.0,0.0,0.0,[],[],[],[],0
QP0MGylO-F0,New to World Of Warcraft,2025-09-07,Ilmirdallan,834.0,0.0,0.0,0.0,[],[],[],[],0
lmDwrLLo4mM,New to World Of Warcraft,2025-09-07,Ilmirdallan,847.0,0.0,0.0,0.0,[],[],[],[],0
tK8pYcGI7n8,🎮🔥 LIVE NOW: Lets play World of Warcraft The War Within Shadow Priest 🔥🎮,2025-09-07,Fr4nk VG,969.0,2.0,0.0,0.0,[],[],[],[],0
6bmsKQW3TNw,🎮🔥 LIVE NOW: Lets play World of Warcraft The War Within Shadow Priest 🔥🎮,2025-09-07,Fr4nk VG,1063.0,5.0,0.0,0.0,[],[],[],[],0
0C4C6yq47mU,World of Warcraft - The War Within Gameplay Dwarf Shaman,2025-09-07,Samantha Persephone ®,380.0,4.0,0.0,0.0,[],[],[],[],0
L9cfWUxUfSE,WORLD OF WARCRAFT MANCOS MITICAS Y BICHITOS,2025-09-06,Original Soul,439.0,1.0,0.0,0.0,[],[],[],[],0
5t0E0KGEj9M,World of Warcraft Foundational Series Battleground 0.2,2025-09-06,Vedran Kin,359.0,2.0,0.0,0.0,[],[],[],[],0
SPqUufUV8JM,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1566!,2025-09-06,3jsa7,802.0,3.0,0.0,0.0,[],[],[],[],0
ml1Fc9G5kFc,World of Warcraft Midnight Epic Edition Review,2025-09-06,Aditya Dwi Puspo,761.0,6.0,0.0,0.0,[],[],[],[],0
0WjAvyKbBRY,World of Warcraft Midnight Epic Edition Review,2025-09-06,Aditya Dwi Puspo,1002.0,1.0,0.0,0.0,[],[],[],[],0
EQonDM8yRZg,World of Warcraft Leveling Stream,2025-09-06,Likeaflying Bozz,836.0,1.0,0.0,0.0,[],[],[],[],0
Wcme6EPjwMs,"World of Warcraft by Marina Noel, broadcast from Boosteroid, 2025.09.05, 15:11:58",2025-09-06,Having Fun with Facts,562.0,3.0,0.0,0.0,[],[],[],[],0
43KMm5onLt8,💙💛 World of Warcraft - спогади - кращих трансляцій - РАДІО стрім  @Xellos_Play,2025-09-06,Boosteroid Live Gaming,342.0,65.0,1.0,0.0,[],[],[],[],0
4tFrQrfXysg,World of Warcraft: Anniversary Classic - Day 288,2025-09-06,BC_0706 Offline (VODS),932.0,1.0,0.0,0.0,[],[],[],[],0
1QRz4U84fWI,World of Warcraft - The War Within Gameplay,2025-09-06,Samantha Persephone ®,967.0,7.0,0.0,0.0,[],[],[],[],0
QV064YCDu_w,World of Warcraft  | Partidita Express,2025-09-06,SrLeinox,911.0,15.0,0.0,0.0,[],[],[],[],0
bn66YtV3kpI,World of Warcraft: Dragonflight,2025-09-05,METerrell,366.0,1.0,0.0,0.0,[],[],[],[],0
kjxmW5h2fgo,New to World Of Warcraft,2025-09-05,Ilmirdallan,990.0,1.0,0.0,0.0,[],[],[],[],0
ymB_-_8HkLU,World of Warcraft: Dragonflight,2025-09-05,METerrell,1005.0,0.0,0.0,0.0,[],[],[],[],0
UHDrLv9g65k,World of Warcraft: Mist of Pandaria Classic - Day 46 (ALSO GIGA UNI),2025-09-05,BC_0706 Offline (VODS),376.0,0.0,0.0,0.0,[],[],[],[],0
6HTpNP-38uk,Violence in World of Warcraft!,2025-09-05,KaneBravo,851.0,2.0,0.0,0.0,[],[],[],[],0
Cq3vdNNoGbk,New to World Of Warcraft,2025-09-05,Ilmirdallan,550.0,0.0,0.0,0.0,[],[],[],[],0
UJuiX3ubX5I,JUGANDO WORLD OF WARCRAFT,2025-09-05,Facundo Jure,983.0,4.0,0.0,0.0,[],[],[],[],0
tfIa0d6NSRE,"&quot;The Hunter Begins&quot; With Whirlhoof, FRESH Druid World Of Warcraft (Project Epoch) LETS GET 100 SUBS",2025-09-05,Whirlwind Wednesdays,557.0,5.0,0.0,0.0,[],[],[],[],0
cL0OW3_wFwY,World of Warcraft - The War Within Gameplay Death Knight Dwarf,2025-09-05,Samantha ,859.0,4.0,0.0,0.0,[],[],[],[],0
EqAvrVKslAA,New to World Of Warcraft,2025-09-05,Ilmirdallan,1158.0,0.0,0.0,0.0,[],[],[],[],0
OtxOA9W9AeI,New to World Of Warcraft,2025-09-05,Ilmirdallan,523.0,0.0,0.0,0.0,[],[],[],[],0
XEktBQSLjS8,New to World Of Warcraft,2025-09-05,Ilmirdallan,743.0,0.0,0.0,0.0,[],[],[],[],0
sB3lnMwAZb0,Играю на работе в World Of Warcraft Присоединяйся!,2025-09-04,MilD Компьютерная помощь в Смоленске,255.0,182.0,1.0,0.0,[],[],[],[],0
whaG1fgzb5A,world of warcraft the war within,2025-09-04,Shadow,992.0,2.0,2.0,0.0,[],[],[],[],0
FrqchXlv8aw,i must like dying | World of Warcraft,2025-09-04,Bryan Azure,813.0,2.0,0.0,0.0,[],[],[],[],0
LRnr4zuEYnY,world of warcraft tww,2025-09-04,Steven Lewis,240.0,1.0,0.0,0.0,[],[],[],[],0
_SSmCzI2gKo,World of Warcraft: Dragonflight,2025-09-03,METerrell,920.0,0.0,0.0,0.0,[],[],[],[],0
eHjdeeSIIFg,World of Warcraft Trade Post,2025-09-03,ADOBAMF 69,253.0,0.0,0.0,0.0,[],[],[],[],0
I7YLreBXyA0,Hunter Gameplay - World of Warcraft Retail - ChillStream - Gold Farm,2025-09-03,JoeGameVideos,493.0,3.0,0.0,0.0,[],[],[],[],0
es_hHaXC2ZA,World of Warcraft - The War Within Gameplay DEATH KNIGHT,2025-09-03,Samantha ,975.0,11.0,0.0,0.0,[],[],[],[],0
vF1Ra-Px9HY,Hunter Gameplay - World of Warcraft Retail - ChillStream - Gold Farm,2025-09-03,JoeGameVideos,373.0,4.0,0.0,0.0,[],[],[],[],0
JwFQT-NxTvM,World of Warcraft - TWW Season 3 Quick vaults - WEEK 4,2025-09-03,RogueHavikk,517.0,13.0,1.0,2.0,['Hey hey\n\nIts so unfair that you can open your vault earlier than me😂😂\n\n\nI have to wait until tomorrow 😢'],['en'],['hey hey  its so unfair that you can open your vault earlier than me   i have to wait until tomorrow '],[-1],-1
ffu7UoOWaHY,Balance Druid Burst Rotation - Retail World of Warcraft - The War Within Patch 11.2 Season 3,2025-09-03,Einherjar Gaming,709.0,24.0,1.0,0.0,[],[],[],[],0
dFGpsYwlB7w,Balance Druid Burst Rotation - Retail World of Warcraft - The War Within Patch 11.2 Season 3,2025-09-03,Einherjar Gaming,786.0,8.0,0.0,0.0,[],[],[],[],0
rQQN6F5d55s,World of Warcraft | Encontrando nuestro camino,2025-09-02,SrLeinox,998.0,10.0,0.0,0.0,[],[],[],[],0
MoroDoBf-Ak,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating@ 1512!,2025-09-02,3jsa7,1114.0,1.0,0.0,0.0,[],[],[],[],0
ybfoOWPxHaE,World Of Warcraft!!!! Undead Warlock Lvl Up,2025-09-02,Turbo,306.0,2.0,0.0,0.0,[],[],[],[],0
5QUs-HfSozk,World of Warcraft,2025-09-02,virGodw,393.0,1.0,0.0,0.0,[],[],[],[],0
6ncQ31y20kA,World of Warcraft: Dragonflight,2025-09-02,METerrell,918.0,0.0,0.0,0.0,[],[],[],[],0
b2oMYaLY678,Paladin WORLD OF WARCRAFT Hardcore,2025-08-31,ercky002,534.0,0.0,0.0,0.0,[],[],[],[],0
1VhmsJbbLtg,World of Warcraft Enila,2025-08-31,Jari Hellmann,282.0,0.0,0.0,0.0,[],[],[],[],0
t_oSBHI628k,World of Warcraft TWW Season 3 Mistweaver keys! 11&#39;s COMPLETE!,2025-09-15,RogueHavikk,10354.0,6.0,1.0,1.0,"[""Finished with 11's on to 12's. Completed one already but was way over""]",['en'],['finished with 11s on to 12s. completed one already but was way over'],[-1],-1
A1v7q9k2e2g,WoWGuild-Battle.net-Gameplay&#39;s Live broadcast world of warcraft 11.2.0 GamePlay LiveNow,2025-09-15,WoWGuild-Battle.net-Gameplay,4308.0,9.0,0.0,0.0,[],[],[],[],0
EVedF2PEQFM,World of Warcraft,2025-09-15,Jadem Cian,12704.0,20.0,1.0,0.0,[],[],[],[],0
cwd4CIyoMGM,World of WarCraft,2025-09-15,Silky Smooth,10317.0,1.0,0.0,0.0,[],[],[],[],0
-O1AI5tNDtg,World of Warcraft: Mists of Pandaria l SEGUIMOS CON EL MONK HAY LEVEANDOLO!!!,2025-09-15,Ezplitner,3653.0,1.0,0.0,0.0,[],[],[],[],0
e6YajYMtdt0,LIVE NA TAVERNA - vamos jogar World of Warcraft,2025-09-15,CANAL DO ANJOVEN,2677.0,1.0,0.0,0.0,[],[],[],[],0
V1jhMolBjoU,Project Epoch | Потужна Прокачка Шамана 45-47 lvl | World of Warcraft Українською #23,2025-09-15,PotuzhniyUA,11846.0,150.0,8.0,2.0,['Dominos альтернатива Bartender але багів я не бачив'],['ru'],"[""Dominos alternative bartender but the bags I didn't see""]",[-1],-1
0IWrbtRhEqU,Levelling Shadow Priest (5) 88-90 | Pandaria | World of Warcraft Classic,2025-09-15,Hu5ky,12415.0,34.0,0.0,1.0,['9😊'],['unknown'],['9'],[0],0
ovutnOuE0-I,| World of Warcraft Mists of Pandaria | 15.09.25,2025-09-15,OSOM-TV,16762.0,744.0,3.0,0.0,[],[],[],[],0
rOo9UqD4_gA,World of Warcraft | Mage | Vsun,2025-09-15,V Sun,11543.0,0.0,0.0,0.0,[],[],[],[],0
o0hG0o6dhdo,World of Warcraft Classic Hardcore - Doomhowl Realm,2025-09-15,Lucien,3949.0,2.0,0.0,0.0,[],[],[],[],0
yKMVI97cE5c,Learning How To AoE Farm In Classic World of Warcraft!,2025-09-15,Nerdcraft,13224.0,499.0,11.0,0.0,[],[],[],[],0
krgIUbqin3c,Disc Priest Weekly Delves and LFR | World of Warcraft,2025-09-15,Alana,7773.0,22.0,0.0,0.0,[],[],[],[],0
c6BT_RLvaLI,World of Warcraft Raid,2025-09-15,Glencairn,12046.0,8.0,0.0,0.0,[],[],[],[],0
YKDl68nSu-g,Hardcore World of Warcraft - Xfirestarter Leveling,2025-09-15,Forgotten Gods,3488.0,16.0,0.0,0.0,[],[],[],[],0
c1IDhOTkiN4,Let&#39;s Play World of Warcraft Gearing up Death Knight!,2025-09-15,JoseG,5560.0,13.0,0.0,0.0,[],[],[],[],0
LMYZ3ndYch8,Велика новина для каналу | Тестую нового героя | World of Warcraft UA,2025-09-15,Дідько,13480.0,207.0,14.0,0.0,[],[],[],[],0
hH7Yvb73u3I,Earning your Subs the Only Way I know how... | World PVP and BG 1 v X   World of Warcraft 💜 SOLO PVP,2025-09-15,Soullscape,15847.0,461.0,5.0,0.0,[],[],[],[],0
h571ahBMw0o,Scratching the Surface of The War Within Expansion | World of Warcraft | AzedNaut Gaming,2025-09-15,AzedNaut Gaming,33055.0,101.0,2.0,0.0,[],[],[],[],0
wjFLo3YBivM,World of Warcraft 直播,2025-09-15,BiYuan Liu,12337.0,0.0,0.0,0.0,[],[],[],[],0
rPpL9O7Cprc,💀 WEEKEND STREAM! | World of Warcraft The War Within Viewer Battlegrounds &amp; Arenas,2025-09-15,CommanDirk,11180.0,906.0,12.0,0.0,[],[],[],[],0
rPYN8qJDENY,GOOD MORNING!!! WORLD OF WARCRAFT LEVELING (maybe with sick music),2025-09-15,Kraken,5463.0,2.0,0.0,0.0,[],[],[],[],0
Wa5-Bx3qj-Y,World of warcraft. Утренний стримчик),2025-09-15,Aleksey Vladimirov,7698.0,68.0,3.0,0.0,[],[],[],[],0
-ldK7BqcdRE,Rhypi&#39;s Variety Stream Sunday #111 | Part 3 World of Warcraft!,2025-09-15,Rhypi Gaming,5643.0,12.0,3.0,0.0,[],[],[],[],0
qUNXy2J94aM,World of Warcraft: Ret Paladin: PVP Season 3: Solo Shuffle: dominating @ 1499 (Portrait),2025-09-15,3jsa7,4872.0,0.0,0.0,0.0,[],[],[],[],0
BmWcngX6H5I,World of Warcraft: Hardcore - Dungeons,2025-09-15,savetimewin,4946.0,0.0,0.0,0.0,[],[],[],[],0
RKkkM6y9XsI,Live Game Play - World of Warcraft - The War Within,2025-09-15,Grandpa Pans' Gaming,7258.0,4.0,1.0,0.0,[],[],[],[],0
ZsP0R_NkcIs,World of Warcraft - Normal Manaforge raiding!,2025-09-15,Gaming In The Can,6979.0,59.0,6.0,1.0,['Ill probably stream more WoW in the coming weeks 😅'],['en'],['ill probably stream more wow in the coming weeks '],[1],1
tC0y204ZOsw,World of Warcraft: The War Within. Firestorm x1 ➤ Прохождение — Часть 10,2025-09-15,Evan Creates,23216.0,29.0,0.0,0.0,[],[],[],[],0
yG_yk5zXldg,Shorts World of Warcraft: The War Within. Firestorm x1 ➤ Прохождение — Часть 10,2025-09-15,Ваня РПГ ⚔️,23203.0,11999.0,22.0,0.0,[],[],[],[],0
kZ_rt99w-MI,World of Warcraft THE WAR WITHIN SEASON 3 SKCZ Gameplay * LIVE STREAM,2025-09-15,Lycansylzara,10529.0,122.0,0.0,0.0,[],[],[],[],0
